Credential,Years After Graduation,Field of Study (2-digit CIP code),Field of Study (4-digit CIP code),Median Income,Cohort Size
Bachelor's degree,5,51. Health professions and related programs,"51.38. Registered nursing, nursing administration, nursing research and clinical nursing",76200.00,6340
Bachelor's degree,5,"52. Business, management, marketing and related support services","52.01. Business/commerce, general",77100.00,2200
Bachelor's degree,5,"52. Business, management, marketing and related support services","52.02. Business administration, management and operations",64400.00,2480
Bachelor's degree,5,"52. Business, management, marketing and related support services",52.03. Accounting and related services,74700.00,2760
Bachelor's degree,5,"52. Business, management, marketing and related support services",52.06. Business/managerial economics,64300.00,180
Bachelor's degree,5,"52. Business, management, marketing and related support services",52.08. Finance and financial management services,77700.00,800
Bachelor's degree,5,"52. Business, management, marketing and related support services",52.09. Hospitality administration/management,49800.00,60
Bachelor's degree,5,"52. Business, management, marketing and related support services",52.10. Human resources management and services,67000.00,650
Bachelor's degree,5,"52. Business, management, marketing and related support services",52.11. International business/trade/commerce,60000.00,360
Bachelor's degree,5,"52. Business, management, marketing and related support services",52.12. Management information systems and services,67300.00,40
Bachelor's degree,5,"52. Business, management, marketing and related support services",52.13. Management sciences and quantitative methods,70500.00,100
Bachelor's degree,5,"52. Business, management, marketing and related support services",52.14. Marketing,62400.00,670
Bachelor's degree,5,54. History,54.01. History,52100.00,610
Bachelor's degree,5,55. French language and literature/lettersCAN,"55.01. French language and literature, generalCAN",49900.00,100
Professional bachelor's degree,5,22. Legal professions and studies,"22.01. Law (LLB, JD, BCL)",106000.00,1000
Professional bachelor's degree,5,51. Health professions and related programs,"51.04. Dentistry (DDS, DMD)",46200.00,120
Professional bachelor's degree,5,51. Health professions and related programs,51.12. Medicine (MD),54600.00,330
Professional bachelor's degree,5,51. Health professions and related programs,"51.20. Pharmacy, pharmaceutical sciences and administration",103100.00,460
Professional bachelor's degree,5,51. Health professions and related programs,51.24. Veterinary medicine (DVM),64600.00,30
Master's degree,5,"01. Agriculture, agriculture operations and related sciences","01.00. Agriculture, general",63100.00,60
Master's degree,5,"01. Agriculture, agriculture operations and related sciences",01.01. Agricultural business and management,86200.00,20
Master's degree,5,03. Natural resources and conservation,03.01. Natural resources conservation and research,70500.00,90
Master's degree,5,04. Architecture and related services,"04.02. Architecture (BArch, BA, BS, BSc, MArch, MA, MS, MSc, PhD)",64300.00,130
Master's degree,5,04. Architecture and related services,"04.03. City/urban, community and regional planning",74200.00,50
Master's degree,5,04. Architecture and related services,04.04. Environmental design/architecture,65000.00,30
Master's degree,5,"09. Communication, journalism and related programs",09.01. Communication and media studies,66800.00,20
Master's degree,5,11. Computer and information sciences and support services,"11.01. Computer and information sciences and support services, general",91000.00,110
Master's degree,5,11. Computer and information sciences and support services,11.07. Computer science,93500.00,60
Master's degree,5,13. Education,"13.01. Education, general",100100.00,320
Master's degree,5,13. Education,13.04. Educational administration and supervision,96300.00,170
Master's degree,5,13. Education,13.05. Educational/instructional media design,77800.00,110
Master's degree,5,13. Education,"13.06. Educational assessment, evaluation and research",95700.00,530
Master's degree,5,13. Education,"13.12. Teacher education and professional development, specific levels and methods",87300.00,180
Master's degree,5,14. Engineering,14.07. Chemical engineering,105000.00,110
Master's degree,5,14. Engineering,14.08. Civil engineering,88200.00,350
Master's degree,5,14. Engineering,"14.10. Electrical, electronics and communications engineering",81400.00,190
Master's degree,5,14. Engineering,14.18. Materials engineering,94500.00,50
Master's degree,5,14. Engineering,14.19. Mechanical engineering,98400.00,230
Master's degree,5,"16. Aboriginal and foreign languages, literatures and linguistics","16.01. Linguistic, comparative and related language studies and services",48500.00,30
Master's degree,5,22. Legal professions and studies,22.02. Legal research and advanced professional studies (post-LLB/JD),129000.00,20
Master's degree,5,23. English language and literature/letters,"23.01. English language and literature, general",49100.00,50
Master's degree,5,25. Library science,25.01. Library science and administration,64100.00,150
Master's degree,5,26. Biological and biomedical sciences,"26.01. Biology, general",62500.00,160
Master's degree,5,26. Biological and biomedical sciences,26.02. Biochemistry/biophysics and molecular biology,58900.00,20
Master's degree,5,26. Biological and biomedical sciences,26.12. Biotechnology,56900.00,30
Master's degree,5,26. Biological and biomedical sciences,26.15. Neurobiology and neurosciences,49200.00,30
Master's degree,5,"31. Parks, recreation, leisure and fitness studies",31.05. Health and physical education/fitness,61200.00,90
Master's degree,5,40. Physical sciences,40.05. Chemistry,65900.00,40
Master's degree,5,40. Physical sciences,40.06. Geological and Earth sciences/geosciences,82200.00,140
Master's degree,5,42. Psychology,"42.01. Psychology, general",53300.00,60
Master's degree,5,42. Psychology,"42.28. Clinical, counselling and applied psychology",69300.00,410
Master's degree,5,44. Public administration and social service professions,44.07. Social work,78000.00,400
Master's degree,5,45. Social sciences,45.02. Anthropology,54100.00,40
Master's degree,5,45. Social sciences,45.06. Economics,91700.00,70
Master's degree,5,45. Social sciences,45.07. Geography and cartography,64400.00,50
Master's degree,5,45. Social sciences,45.10. Political science and government,70700.00,50
Master's degree,5,50. Visual and performing arts,50.04. Design and applied arts,64900.00,30
Master's degree,5,50. Visual and performing arts,50.09. Music,48400.00,20
Master's degree,5,51. Health professions and related programs,51.02. Communication disorders sciences and services,61200.00,140
Master's degree,5,51. Health professions and related programs,"51.14. Medical scientist (MS, MSc, PhD)",60400.00,90
Master's degree,5,51. Health professions and related programs,51.22. Public health,78400.00,210
Master's degree,5,51. Health professions and related programs,51.23. Rehabilitation and therapeutic professions,72000.00,530
Master's degree,5,51. Health professions and related programs,"51.38. Registered nursing, nursing administration, nursing research and clinical nursing",93900.00,890
Master's degree,5,"52. Business, management, marketing and related support services","52.02. Business administration, management and operations",116300.00,1560
Master's degree,5,"52. Business, management, marketing and related support services",52.10. Human resources management and services,91100.00,50
Master's degree,5,54. History,54.01. History,47400.00,40
Doctoral degree,5,03. Natural resources and conservation,03.01. Natural resources conservation and research,83400.00,20
Doctoral degree,5,11. Computer and information sciences and support services,11.07. Computer science,91800.00,60
Doctoral degree,5,13. Education,"13.01. Education, general",99800.00,40
Doctoral degree,5,13. Education,"13.06. Educational assessment, evaluation and research",78200.00,50
Doctoral degree,5,13. Education,"13.12. Teacher education and professional development, specific levels and methods",93400.00,50
Doctoral degree,5,14. Engineering,14.07. Chemical engineering,132700.00,30
Doctoral degree,5,14. Engineering,14.08. Civil engineering,103200.00,100
Doctoral degree,5,14. Engineering,"14.10. Electrical, electronics and communications engineering",85700.00,120
Doctoral degree,5,14. Engineering,14.18. Materials engineering,100200.00,60
Doctoral degree,5,14. Engineering,14.19. Mechanical engineering,83800.00,50
Doctoral degree,5,"16. Aboriginal and foreign languages, literatures and linguistics","16.01. Linguistic, comparative and related language studies and services",27100.00,30
